NAME,COLORWAY,ONEY_SALE,RETAIL_PRICE,RESELL_PRICE,RELEASE_DATE,RESELL_DATE,SIZE
adidas Yeezy 500 Salt,SALT/SALT/SALT,19757,$200,$227,11/30/2018,"Monday, October 14, 2019",10
adidas Yeezy 500 Salt,SALT/SALT/SALT,19757,$200,$319,11/30/2018,"Monday, October 14, 2019",7
adidas Yeezy 500 Salt,SALT/SALT/SALT,19757,$200,$236,11/30/2018,"Monday, October 14, 2019",11.5
adidas Yeezy 500 Salt,SALT/SALT/SALT,19757,$200,$255,11/30/2018,"Monday, October 14, 2019",9.5
adidas Yeezy 500 Salt,SALT/SALT/SALT,19757,$200,$259,11/30/2018,"Monday, October 14, 2019",12.5
adidas Yeezy 500 Salt,SALT/SALT/SALT,19757,$200,$285,11/30/2018,"Monday, October 14, 2019",8
adidas Yeezy 500 Salt,SALT/SALT/SALT,19757,$200,$244,11/30/2018,"Monday, October 14, 2019",10.5
adidas Yeezy 500 Salt,SALT/SALT/SALT,19757,$200,$400,11/30/2018,"Monday, October 14, 2019",6.5
adidas Yeezy 500 Salt,SALT/SALT/SALT,19757,$200,$280,11/30/2018,"Monday, October 14, 2019",8
adidas Yeezy 500 Salt,SALT/SALT/SALT,19757,$200,$308,11/30/2018,"Monday, October 14, 2019",7.5
adidas Yeezy 500 Utility Black,UTILITY BLACK/UTILITY BLACK/UTILITY BLACK,11487,$200,$364,07/07/2018,"Monday, October 14, 2019",9
adidas Yeezy 500 Utility Black,UTILITY BLACK/UTILITY BLACK/UTILITY BLACK,11487,$200,$415,07/07/2018,"Monday, October 14, 2019",7.5
adidas Yeezy 500 Utility Black,UTILITY BLACK/UTILITY BLACK/UTILITY BLACK,11487,$200,$364,07/07/2018,"Monday, October 14, 2019",7
adidas Yeezy 500 Utility Black,UTILITY BLACK/UTILITY BLACK/UTILITY BLACK,11487,$200,$359,07/07/2018,"Monday, October 14, 2019",7.5
adidas Yeezy 500 Utility Black,UTILITY BLACK/UTILITY BLACK/UTILITY BLACK,11487,$200,$364,07/07/2018,"Monday, October 14, 2019",7
adidas Yeezy 500 Utility Black,UTILITY BLACK/UTILITY BLACK/UTILITY BLACK,11487,$200,$474,07/07/2018,"Monday, October 14, 2019",6
adidas Yeezy 500 Utility Black,UTILITY BLACK/UTILITY BLACK/UTILITY BLACK,11487,$200,$348,07/07/2018,"Monday, October 14, 2019",7
adidas Yeezy 500 Utility Black,UTILITY BLACK/UTILITY BLACK/UTILITY BLACK,11487,$200,$349,07/07/2018,"Monday, October 14, 2019",7
adidas Yeezy 500 Utility Black,UTILITY BLACK/UTILITY BLACK/UTILITY BLACK,11487,$200,$363,07/07/2018,"Monday, October 14, 2019",7
adidas Yeezy 500 Utility Black,UTILITY BLACK/UTILITY BLACK/UTILITY BLACK,11487,$200,$370,07/07/2018,"Monday, October 14, 2019",8
adidas Yeezy 500 Blush,BLUSH/BLUSH/BLUSH,5883,$200,$382,02/16/2018,"Monday, October 14, 2019",8.5
adidas Yeezy 500 Blush,BLUSH/BLUSH/BLUSH,5883,$200,$374,02/16/2018,"Monday, October 14, 2019",9
adidas Yeezy 500 Blush,BLUSH/BLUSH/BLUSH,5883,$200,$348,02/16/2018,"Monday, October 14, 2019",9.5
adidas Yeezy 500 Blush,BLUSH/BLUSH/BLUSH,5883,$200,$350,02/16/2018,"Saturday, October 12, 2019",10
adidas Yeezy 500 Blush,BLUSH/BLUSH/BLUSH,5883,$200,$275,02/16/2018,"Saturday, October 12, 2019",13
adidas Yeezy 500 Blush,BLUSH/BLUSH/BLUSH,5883,$200,$403,02/16/2018,"Saturday, October 12, 2019",8.5
adidas Yeezy 500 Blush,BLUSH/BLUSH/BLUSH,5883,$200,$294,02/16/2018,"Saturday, October 12, 2019",11.5
adidas Yeezy 500 Blush,BLUSH/BLUSH/BLUSH,5883,$200,$275,02/16/2018,"Friday, October 11, 2019",13
adidas Yeezy 500 Blush,BLUSH/BLUSH/BLUSH,5883,$200,$351,02/16/2018,"Friday, October 11, 2019",9
adidas Yeezy 500 Blush,BLUSH/BLUSH/BLUSH,5883,$200,$392,02/16/2018,"Friday, October 11, 2019",8.5
adidas Yeezy 500 Super Moon Yellow,SUPER MOON YELLOW/SUPER MOON YELLOW/SUPER MOON YELLOW,4889,$200,$221,06/09/2018,"Monday, October 14, 2019",11
adidas Yeezy 500 Super Moon Yellow,SUPER MOON YELLOW/SUPER MOON YELLOW/SUPER MOON YELLOW,4889,$200,$295,06/09/2018,"Monday, October 14, 2019",8
adidas Yeezy 500 Super Moon Yellow,SUPER MOON YELLOW/SUPER MOON YELLOW/SUPER MOON YELLOW,4889,$200,$210,06/09/2018,"Monday, October 14, 2019",7
adidas Yeezy 500 Super Moon Yellow,SUPER MOON YELLOW/SUPER MOON YELLOW/SUPER MOON YELLOW,4889,$200,$270,06/09/2018,"Monday, October 14, 2019",9.5
adidas Yeezy 500 Super Moon Yellow,SUPER MOON YELLOW/SUPER MOON YELLOW/SUPER MOON YELLOW,4889,$200,$254,06/09/2018,"Sunday, October 13, 2019",9
adidas Yeezy 500 Super Moon Yellow,SUPER MOON YELLOW/SUPER MOON YELLOW/SUPER MOON YELLOW,4889,$200,$436,06/09/2018,"Sunday, October 13, 2019",5.5
adidas Yeezy 500 Super Moon Yellow,SUPER MOON YELLOW/SUPER MOON YELLOW/SUPER MOON YELLOW,4889,$200,$272,06/09/2018,"Saturday, October 12, 2019",9.5
adidas Yeezy 500 Super Moon Yellow,SUPER MOON YELLOW/SUPER MOON YELLOW/SUPER MOON YELLOW,4889,$200,$256,06/09/2018,"Saturday, October 12, 2019",9.5
adidas Yeezy 500 Super Moon Yellow,SUPER MOON YELLOW/SUPER MOON YELLOW/SUPER MOON YELLOW,4889,$200,$265,06/09/2018,"Friday, October 11, 2019",12
adidas Yeezy 500 Super Moon Yellow,SUPER MOON YELLOW/SUPER MOON YELLOW/SUPER MOON YELLOW,4889,$200,$260,06/09/2018,"Thursday, October 10, 2019",10
adidas Yeezy 500 Shadow Black (Friends & Family),SHADOW BLACK/SHADOW BLACK/SHADOW BLACK,7,$200,$260,07/07/2018,"Saturday, October 12, 2019",7.5
adidas Yeezy 500 Shadow Black (Friends & Family),SHADOW BLACK/SHADOW BLACK/SHADOW BLACK,7,$200,$200,07/07/2018,"Friday, August 2, 2019",12
adidas Yeezy 500 Shadow Black (Friends & Family),SHADOW BLACK/SHADOW BLACK/SHADOW BLACK,7,$200,$401,07/07/2018,"Tuesday, July 16, 2019",7
adidas Yeezy 500 Shadow Black (Friends & Family),SHADOW BLACK/SHADOW BLACK/SHADOW BLACK,7,$200,$300,07/07/2018,"Saturday, July 6, 2019",7
adidas Yeezy 500 Shadow Black (Friends & Family),SHADOW BLACK/SHADOW BLACK/SHADOW BLACK,7,$200,$450,07/07/2018,"Monday, December 17, 2018",10
adidas Yeezy 500 Shadow Black (Friends & Family),SHADOW BLACK/SHADOW BLACK/SHADOW BLACK,7,$200,$401,07/07/2018,"Wednesday, December 12, 2018",10
adidas Yeezy 500 Shadow Black (Friends & Family),SHADOW BLACK/SHADOW BLACK/SHADOW BLACK,7,$200,$350,07/07/2018,"Friday, November 16, 2018",10
adidas Yeezy 500 Shadow Black (Friends & Family),SHADOW BLACK/SHADOW BLACK/SHADOW BLACK,7,$200,$397,07/07/2018,"Wednesday, September 12, 2018",9
adidas Yeezy 500 Shadow Black (Friends & Family),SHADOW BLACK/SHADOW BLACK/SHADOW BLACK,7,$200,$350,07/07/2018,"Thursday, August 9, 2018",12
adidas Yeezy 500 Shadow Black (Friends & Family),SHADOW BLACK/SHADOW BLACK/SHADOW BLACK,7,$200,$305,07/07/2018,"Tuesday, July 24, 2018",9
adidas Yeezy Boost 700 Magnet,MAGNET/MAGNET/MAGNET,3645,$300,$318,09/09/2019,"Monday, October 14, 2019",7
adidas Yeezy Boost 700 Magnet,MAGNET/MAGNET/MAGNET,3645,$300,$324,09/09/2019,"Monday, October 14, 2019",9
adidas Yeezy Boost 700 Magnet,MAGNET/MAGNET/MAGNET,3645,$300,$329,09/09/2019,"Monday, October 14, 2019",8.5
adidas Yeezy Boost 700 Magnet,MAGNET/MAGNET/MAGNET,3645,$300,$327,09/09/2019,"Monday, October 14, 2019",13
adidas Yeezy Boost 700 Magnet,MAGNET/MAGNET/MAGNET,3645,$300,$319,09/09/2019,"Monday, October 14, 2019",4.5
adidas Yeezy Boost 700 Magnet,MAGNET/MAGNET/MAGNET,3645,$300,$332,09/09/2019,"Monday, October 14, 2019",6.5
adidas Yeezy Boost 700 Magnet,MAGNET/MAGNET/MAGNET,3645,$300,$330,09/09/2019,"Monday, October 14, 2019",6.5
adidas Yeezy Boost 700 Magnet,MAGNET/MAGNET/MAGNET,3645,$300,$326,09/09/2019,"Monday, October 14, 2019",10.5
adidas Yeezy Boost 700 Magnet,MAGNET/MAGNET/MAGNET,3645,$300,$325,09/09/2019,"Monday, October 14, 2019",9.5
adidas Yeezy Boost 700 Magnet,MAGNET/MAGNET/MAGNET,3645,$300,$324,09/09/2019,"Monday, October 14, 2019",9.5
adidas Yeezy Boost 700 V2 Geode,GEODE/GEODE/GEODE,10340,$300,$297,03/23/2019,"Monday, October 14, 2019",8.5
adidas Yeezy Boost 700 V2 Geode,GEODE/GEODE/GEODE,10340,$300,$271,03/23/2019,"Monday, October 14, 2019",9.5
adidas Yeezy Boost 700 V2 Geode,GEODE/GEODE/GEODE,10340,$300,$337,03/23/2019,"Monday, October 14, 2019",7.5
adidas Yeezy Boost 700 V2 Geode,GEODE/GEODE/GEODE,10340,$300,$257,03/23/2019,"Monday, October 14, 2019",10.5
adidas Yeezy Boost 700 V2 Geode,GEODE/GEODE/GEODE,10340,$300,$294,03/23/2019,"Monday, October 14, 2019",8.5
adidas Yeezy Boost 700 V2 Geode,GEODE/GEODE/GEODE,10340,$300,$300,03/23/2019,"Monday, October 14, 2019",4.5
adidas Yeezy Boost 700 V2 Geode,GEODE/GEODE/GEODE,10340,$300,$240,03/23/2019,"Monday, October 14, 2019",12
adidas Yeezy Boost 700 V2 Geode,GEODE/GEODE/GEODE,10340,$300,$284,03/23/2019,"Monday, October 14, 2019",4
adidas Yeezy Boost 700 V2 Geode,GEODE/GEODE/GEODE,10340,$300,$269,03/23/2019,"Monday, October 14, 2019",10
adidas Yeezy Boost 700 V2 Geode,GEODE/GEODE/GEODE,10340,$300,$260,03/23/2019,"Monday, October 14, 2019",14
adidas Yeezy Boost 700 Inertia,GREY/GREY/INERTIA,19621,$300,$348,03/09/2019,"Monday, October 14, 2019",7.5
adidas Yeezy Boost 700 Inertia,GREY/GREY/INERTIA,19621,$300,$314,03/09/2019,"Monday, October 14, 2019",13
adidas Yeezy Boost 700 Inertia,GREY/GREY/INERTIA,19621,$300,$300,03/09/2019,"Monday, October 14, 2019",11.5
adidas Yeezy Boost 700 Inertia,GREY/GREY/INERTIA,19621,$300,$290,03/09/2019,"Monday, October 14, 2019",10
adidas Yeezy Boost 700 Inertia,GREY/GREY/INERTIA,19621,$300,$280,03/09/2019,"Monday, October 14, 2019",10.5
adidas Yeezy Boost 700 Inertia,GREY/GREY/INERTIA,19621,$300,$296,03/09/2019,"Monday, October 14, 2019",9
adidas Yeezy Boost 700 Inertia,GREY/GREY/INERTIA,19621,$300,$345,03/09/2019,"Monday, October 14, 2019",7.5
adidas Yeezy Boost 700 Inertia,GREY/GREY/INERTIA,19621,$300,$280,03/09/2019,"Monday, October 14, 2019",12
adidas Yeezy Boost 700 Inertia,GREY/GREY/INERTIA,19621,$300,$299,03/09/2019,"Monday, October 14, 2019",14
adidas Yeezy Boost 700 Inertia,GREY/GREY/INERTIA,19621,$300,$297,03/09/2019,"Monday, October 14, 2019",9
adidas Yeezy Boost 700 V2 Vanta,VANTA/VANTA/VANTA,9281,$300,$467,06/06/2019,"Monday, October 14, 2019",7.5
adidas Yeezy Boost 700 V2 Vanta,VANTA/VANTA/VANTA,9281,$300,$458,06/06/2019,"Monday, October 14, 2019",11.5
adidas Yeezy Boost 700 V2 Vanta,VANTA/VANTA/VANTA,9281,$300,$363,06/06/2019,"Monday, October 14, 2019",11
adidas Yeezy Boost 700 V2 Vanta,VANTA/VANTA/VANTA,9281,$300,$365,06/06/2019,"Monday, October 14, 2019",12
adidas Yeezy Boost 700 V2 Vanta,VANTA/VANTA/VANTA,9281,$300,$466,06/06/2019,"Monday, October 14, 2019",7.5
adidas Yeezy Boost 700 V2 Vanta,VANTA/VANTA/VANTA,9281,$300,$360,06/06/2019,"Monday, October 14, 2019",12
adidas Yeezy Boost 700 V2 Vanta,VANTA/VANTA/VANTA,9281,$300,$390,06/06/2019,"Monday, October 14, 2019",9.5
adidas Yeezy Boost 700 V2 Vanta,VANTA/VANTA/VANTA,9281,$300,$350,06/06/2019,"Monday, October 14, 2019",12
adidas Yeezy Boost 700 V2 Vanta,VANTA/VANTA/VANTA,9281,$300,$390,06/06/2019,"Monday, October 14, 2019",10.5
adidas Yeezy Boost 700 V2 Vanta,VANTA/VANTA/VANTA,9281,$300,$372,06/06/2019,"Monday, October 14, 2019",9.5
adidas Yeezy Boost 700 Utility Black,UTILITY BLACK/UTILITY BLACK/UTILITY BLACK,3782,$300,$349,06/29/2019,"Monday, October 14, 2019",5.5
adidas Yeezy Boost 700 Utility Black,UTILITY BLACK/UTILITY BLACK/UTILITY BLACK,3782,$300,$339,06/29/2019,"Monday, October 14, 2019",7
adidas Yeezy Boost 700 Utility Black,UTILITY BLACK/UTILITY BLACK/UTILITY BLACK,3782,$300,$305,06/29/2019,"Monday, October 14, 2019",10
adidas Yeezy Boost 700 Utility Black,UTILITY BLACK/UTILITY BLACK/UTILITY BLACK,3782,$300,$286,06/29/2019,"Monday, October 14, 2019",10
adidas Yeezy Boost 700 Utility Black,UTILITY BLACK/UTILITY BLACK/UTILITY BLACK,3782,$300,$294,06/29/2019,"Monday, October 14, 2019",11
adidas Yeezy Boost 700 Utility Black,UTILITY BLACK/UTILITY BLACK/UTILITY BLACK,3782,$300,$343,06/29/2019,"Monday, October 14, 2019",5
adidas Yeezy Boost 700 Utility Black,UTILITY BLACK/UTILITY BLACK/UTILITY BLACK,3782,$300,$297,06/29/2019,"Monday, October 14, 2019",13
adidas Yeezy Boost 700 Utility Black,UTILITY BLACK/UTILITY BLACK/UTILITY BLACK,3782,$300,$342,06/29/2019,"Monday, October 14, 2019",6
adidas Yeezy Boost 700 Utility Black,UTILITY BLACK/UTILITY BLACK/UTILITY BLACK,3782,$300,$339,06/29/2019,"Monday, October 14, 2019",9.5
adidas Yeezy Boost 700 Utility Black,UTILITY BLACK/UTILITY BLACK/UTILITY BLACK,3782,$300,$300,06/29/2019,"Monday, October 14, 2019",7.5
adidas Yeezy 700 Mauve,MAUVE/MAUVE/MAUVE,22379,$300,$320,10/27/2018,"Monday, October 14, 2019",8.5
adidas Yeezy 700 Mauve,MAUVE/MAUVE/MAUVE,22379,$300,$290,10/27/2018,"Monday, October 14, 2019",10
adidas Yeezy 700 Mauve,MAUVE/MAUVE/MAUVE,22379,$300,$325,10/27/2018,"Monday, October 14, 2019",9
adidas Yeezy 700 Mauve,MAUVE/MAUVE/MAUVE,22379,$300,$365,10/27/2018,"Monday, October 14, 2019",6.5
adidas Yeezy 700 Mauve,MAUVE/MAUVE/MAUVE,22379,$300,$290,10/27/2018,"Monday, October 14, 2019",10.5
adidas Yeezy 700 Mauve,MAUVE/MAUVE/MAUVE,22379,$300,$300,10/27/2018,"Monday, October 14, 2019",12
adidas Yeezy 700 Mauve,MAUVE/MAUVE/MAUVE,22379,$300,$340,10/27/2018,"Monday, October 14, 2019",11
adidas Yeezy 700 Mauve,MAUVE/MAUVE/MAUVE,22379,$300,$300,10/27/2018,"Monday, October 14, 2019",10
adidas Yeezy 700 Mauve,MAUVE/MAUVE/MAUVE,22379,$300,$333,10/27/2018,"Monday, October 14, 2019",9.5
adidas Yeezy 700 Mauve,MAUVE/MAUVE/MAUVE,22379,$300,$333,10/27/2018,"Monday, October 14, 2019",9.5
adidas Yeezy Boost 700 Salt,SALT/SALT/SALT,6987,$300,$294,02/23/2019,"Monday, October 14, 2019",6
adidas Yeezy Boost 700 Salt,SALT/SALT/SALT,6987,$300,$320,02/23/2019,"Monday, October 14, 2019",5.5
adidas Yeezy Boost 700 Salt,SALT/SALT/SALT,6987,$300,$293,02/23/2019,"Monday, October 14, 2019",7
adidas Yeezy Boost 700 Salt,SALT/SALT/SALT,6987,$300,$299,02/23/2019,"Monday, October 14, 2019",5
adidas Yeezy Boost 700 Salt,SALT/SALT/SALT,6987,$300,$270,02/23/2019,"Monday, October 14, 2019",11
adidas Yeezy Boost 700 Salt,SALT/SALT/SALT,6987,$300,$260,02/23/2019,"Monday, October 14, 2019",8.5
adidas Yeezy Boost 700 Salt,SALT/SALT/SALT,6987,$300,$338,02/23/2019,"Monday, October 14, 2019",4
adidas Yeezy Boost 700 Salt,SALT/SALT/SALT,6987,$300,$269,02/23/2019,"Sunday, October 13, 2019",11
adidas Yeezy Boost 700 Salt,SALT/SALT/SALT,6987,$300,$285,02/23/2019,"Sunday, October 13, 2019",7.5
adidas Yeezy Boost 700 Salt,SALT/SALT/SALT,6987,$300,$293,02/23/2019,"Sunday, October 13, 2019",6
adidas Yeezy Boost 700 V2 Tephra,TEPHRA/TEPHRA/TEPHRA,4240,$300,$289,06/15/2019,"Monday, October 14, 2019",12
adidas Yeezy Boost 700 V2 Tephra,TEPHRA/TEPHRA/TEPHRA,4240,$300,$271,06/15/2019,"Monday, October 14, 2019",9
adidas Yeezy Boost 700 V2 Tephra,TEPHRA/TEPHRA/TEPHRA,4240,$300,$275,06/15/2019,"Monday, October 14, 2019",9
adidas Yeezy Boost 700 V2 Tephra,TEPHRA/TEPHRA/TEPHRA,4240,$300,$293,06/15/2019,"Monday, October 14, 2019",7.5
adidas Yeezy Boost 700 V2 Tephra,TEPHRA/TEPHRA/TEPHRA,4240,$300,$300,06/15/2019,"Monday, October 14, 2019",7.5
adidas Yeezy Boost 700 V2 Tephra,TEPHRA/TEPHRA/TEPHRA,4240,$300,$286,06/15/2019,"Monday, October 14, 2019",9
adidas Yeezy Boost 700 V2 Tephra,TEPHRA/TEPHRA/TEPHRA,4240,$300,$300,06/15/2019,"Monday, October 14, 2019",7.5
adidas Yeezy Boost 700 V2 Tephra,TEPHRA/TEPHRA/TEPHRA,4240,$300,$290,06/15/2019,"Monday, October 14, 2019",12
adidas Yeezy Boost 700 V2 Tephra,TEPHRA/TEPHRA/TEPHRA,4240,$300,$286,06/15/2019,"Monday, October 14, 2019",12
adidas Yeezy Boost 700 V2 Tephra,TEPHRA/TEPHRA/TEPHRA,4240,$300,$499,06/15/2019,"Monday, October 14, 2019",6
adidas Yeezy 700 V2 Static,STATIC/STATIC/STATIC,7027,$300,$699,12/29/2018,"Monday, October 14, 2019",8
adidas Yeezy 700 V2 Static,STATIC/STATIC/STATIC,7027,$300,$609,12/29/2018,"Sunday, October 13, 2019",7.5
adidas Yeezy 700 V2 Static,STATIC/STATIC/STATIC,7027,$300,$598,12/29/2018,"Sunday, October 13, 2019",8.5
adidas Yeezy 700 V2 Static,STATIC/STATIC/STATIC,7027,$300,$600,12/29/2018,"Sunday, October 13, 2019",9
adidas Yeezy 700 V2 Static,STATIC/STATIC/STATIC,7027,$300,$570,12/29/2018,"Sunday, October 13, 2019",8.5
adidas Yeezy 700 V2 Static,STATIC/STATIC/STATIC,7027,$300,$568,12/29/2018,"Sunday, October 13, 2019",9.5
adidas Yeezy 700 V2 Static,STATIC/STATIC/STATIC,7027,$300,$675,12/29/2018,"Sunday, October 13, 2019",10
adidas Yeezy 700 V2 Static,STATIC/STATIC/STATIC,7027,$300,$598,12/29/2018,"Saturday, October 12, 2019",9
adidas Yeezy 700 V2 Static,STATIC/STATIC/STATIC,7027,$300,$592,12/29/2018,"Saturday, October 12, 2019",9
adidas Yeezy 700 V2 Static,STATIC/STATIC/STATIC,7027,$300,$569,12/29/2018,"Saturday, October 12, 2019",11
adidas Yeezy Boost 700 Teal Blue,TEAL BLUE/TEAL BLUE/TEAL BLUE,3,$300,$598,10/19/2019,"Monday, October 14, 2019",10
adidas Yeezy Boost 700 Teal Blue,TEAL BLUE/TEAL BLUE/TEAL BLUE,3,$300,$551,10/19/2019,"Wednesday, October 9, 2019",10
adidas Yeezy Boost 700 Teal Blue,TEAL BLUE/TEAL BLUE/TEAL BLUE,3,$300,$600,10/19/2019,"Wednesday, October 9, 2019",10
